
1491400802
PING 103.9.171.248 (103.9.171.248) 56(84) bytes of data.
64 bytes from 103.9.171.248: icmp_seq=28 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=29 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=30 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=31 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=32 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=33 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=34 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=35 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=36 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=37 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=38 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=39 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=40 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=41 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=42 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=43 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=44 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=45 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=46 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=47 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=48 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=49 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=50 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=51 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=52 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=53 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=54 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=55 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=56 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=57 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=58 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=59 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=60 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=61 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=62 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=63 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=64 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=65 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=66 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=67 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=68 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=69 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=70 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=71 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=72 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=73 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=74 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=75 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=76 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=77 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=78 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=79 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=80 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=81 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=82 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=83 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=84 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=85 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=86 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=87 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=88 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=89 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=90 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=91 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=92 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=93 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=94 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=95 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=96 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=97 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=98 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=99 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=100 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=101 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=102 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=103 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=104 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=105 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=106 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=107 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=108 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=109 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=110 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=111 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=112 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=113 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=114 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=115 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=116 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=117 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=118 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=119 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=120 ttl=41 time=309 ms

--- 103.9.171.248 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119895ms
rtt min/avg/max/mdev = 0.000/302.750/313.045/48.494 ms

1493647207
PING 103.9.171.248 (103.9.171.248) 56(84) bytes of data.
64 bytes from 103.9.171.248: icmp_seq=1 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=2 ttl=41 time=325 ms
64 bytes from 103.9.171.248: icmp_seq=3 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=4 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=5 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=6 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=7 ttl=41 time=325 ms
64 bytes from 103.9.171.248: icmp_seq=8 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=9 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=10 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=11 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=12 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=13 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=14 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=15 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=16 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=17 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=18 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=19 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=20 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=21 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=22 ttl=41 time=326 ms
64 bytes from 103.9.171.248: icmp_seq=23 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=24 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=25 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=26 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=27 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=28 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=29 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=30 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=31 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=32 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=33 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=34 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=35 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=36 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=37 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=38 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=39 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=40 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=41 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=42 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=43 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=44 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=45 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=46 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=47 ttl=41 time=324 ms
64 bytes from 103.9.171.248: icmp_seq=48 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=49 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=50 ttl=41 time=319 ms
64 bytes from 103.9.171.248: icmp_seq=51 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=52 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=53 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=54 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=55 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=56 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=57 ttl=41 time=325 ms
64 bytes from 103.9.171.248: icmp_seq=58 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=59 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=60 ttl=41 time=319 ms
64 bytes from 103.9.171.248: icmp_seq=61 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=62 ttl=41 time=326 ms
64 bytes from 103.9.171.248: icmp_seq=63 ttl=41 time=324 ms
64 bytes from 103.9.171.248: icmp_seq=64 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=65 ttl=41 time=319 ms
64 bytes from 103.9.171.248: icmp_seq=66 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=67 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=68 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=69 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=70 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=71 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=72 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=73 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=74 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=75 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=76 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=77 ttl=41 time=326 ms
64 bytes from 103.9.171.248: icmp_seq=78 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=79 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=80 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=81 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=82 ttl=41 time=324 ms
64 bytes from 103.9.171.248: icmp_seq=83 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=84 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=85 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=86 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=87 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=88 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=89 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=90 ttl=41 time=319 ms
64 bytes from 103.9.171.248: icmp_seq=91 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=92 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=93 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=94 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=95 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=96 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=97 ttl=41 time=342 ms
64 bytes from 103.9.171.248: icmp_seq=98 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=99 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=100 ttl=41 time=416 ms
64 bytes from 103.9.171.248: icmp_seq=101 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=102 ttl=41 time=325 ms
64 bytes from 103.9.171.248: icmp_seq=103 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=104 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=105 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=106 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=107 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=108 ttl=41 time=324 ms
64 bytes from 103.9.171.248: icmp_seq=109 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=110 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=111 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=112 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=113 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=114 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=115 ttl=41 time=319 ms
64 bytes from 103.9.171.248: icmp_seq=116 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=117 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=118 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=119 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=120 ttl=41 time=320 ms

--- 103.9.171.248 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119082ms
rtt min/avg/max/mdev = 309.206/320.671/416.261/10.271 ms

1493668804
PING 103.9.171.248 (103.9.171.248) 56(84) bytes of data.
64 bytes from 103.9.171.248: icmp_seq=1 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=2 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=3 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=4 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=5 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=6 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=7 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=8 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=9 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=10 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=11 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=12 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=13 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=14 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=15 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=16 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=17 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=18 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=19 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=20 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=21 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=22 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=23 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=24 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=25 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=26 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=27 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=28 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=29 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=30 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=31 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=32 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=33 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=34 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=35 ttl=41 time=324 ms
64 bytes from 103.9.171.248: icmp_seq=36 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=37 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=38 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=39 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=40 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=41 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=42 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=43 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=44 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=45 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=46 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=47 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=48 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=49 ttl=41 time=320 ms
64 bytes from 103.9.171.248: icmp_seq=50 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=51 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=52 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=53 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=54 ttl=41 time=328 ms
64 bytes from 103.9.171.248: icmp_seq=55 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=56 ttl=41 time=321 ms
64 bytes from 103.9.171.248: icmp_seq=57 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=58 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=59 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=60 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=61 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=62 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=63 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=64 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=65 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=66 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=67 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=68 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=69 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=70 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=71 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=72 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=73 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=74 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=75 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=76 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=77 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=78 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=79 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=80 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=81 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=82 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=83 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=84 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=85 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=86 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=87 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=88 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=89 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=90 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=91 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=92 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=93 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=94 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=95 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=96 ttl=41 time=323 ms
64 bytes from 103.9.171.248: icmp_seq=97 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=98 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=99 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=100 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=101 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=102 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=103 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=104 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=105 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=106 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=107 ttl=41 time=316 ms
64 bytes from 103.9.171.248: icmp_seq=108 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=109 ttl=41 time=328 ms
64 bytes from 103.9.171.248: icmp_seq=110 ttl=41 time=332 ms
64 bytes from 103.9.171.248: icmp_seq=111 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=112 ttl=41 time=314 ms
64 bytes from 103.9.171.248: icmp_seq=113 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=114 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=115 ttl=41 time=317 ms
64 bytes from 103.9.171.248: icmp_seq=116 ttl=41 time=322 ms
64 bytes from 103.9.171.248: icmp_seq=117 ttl=41 time=315 ms
64 bytes from 103.9.171.248: icmp_seq=118 ttl=41 time=313 ms
64 bytes from 103.9.171.248: icmp_seq=119 ttl=41 time=318 ms
64 bytes from 103.9.171.248: icmp_seq=120 ttl=41 time=315 ms

--- 103.9.171.248 ping statistics ---
120 packets transmitted, 120 received, 0% packet loss, time 119125ms
rtt min/avg/max/mdev = 312.952/316.299/332.386/3.096 ms

1493690404
PING 103.9.171.248 (103.9.171.248) 56(84) bytes of data.
64 bytes from 103.9.171.248: icmp_seq=1 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=2 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=3 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=4 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=5 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=6 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=7 ttl=41 time=0.000 ms
64 bytes from 103.9.171.248: icmp_seq=8 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=9 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=10 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=11 ttl=41 time=337 ms
64 bytes from 103.9.171.248: icmp_seq=12 ttl=41 time=0.000 ms
64 bytes from 103.9.171.248: icmp_seq=13 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=14 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=15 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=16 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=17 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=18 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=19 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=20 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=21 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=22 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=23 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=24 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=25 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=26 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=27 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=28 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=29 ttl=41 time=312 ms
64 bytes from 103.9.171.248: icmp_seq=30 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=31 ttl=41 time=310 ms
64 bytes from 103.9.171.248: icmp_seq=32 ttl=41 time=311 ms
64 bytes from 103.9.171.248: icmp_seq=33 ttl=41 time=309 ms
64 bytes from 103.9.171.248: icmp_seq=34 ttl=41 time=310 ms
